Gene,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M
PF3D7_1429500,1983.371,14208.604,9472.938,3512.89165,16959.616,13996.389,13093.433,4827.705,5330.249,3073.311,3253.353,11369.764,9023.745,17326.086,16120.9
PF3D7_1429600,486.923,6695.717,6596.576,15191.50185,5955.972,3627.958,15113.431,37904.171,48078.249,24268.813,25626.856,91589.408,91952.745,209942.518,242643.3769
PF3D7_1429700,63180.758,98518.66,84351.94,42683.7292,37276.761,49259.226,60286.619,80326.322,103662.252,65459.416,62391.997,121029.458,126173.98,277349.523,136253.8783
PF3D7_1429800,114354.151,68750.013,67280.597,43555.13775,93655.388,66580.845,47787.687,75480.482,92166.78,90486.882,66617.706,57748.407,44760.355,34284.892,11531.2813
PF3D7_1429900,26811.42,41985.366,49245.523,14763.101200000001,4455.572,7871.477,13851.572,17805.501,23667.925,25749.28,18673.397,44228.249,45117.64,69525.0,45168.8332
PF3D7_1430000,20780.596,14862.792,25968.583,16520.2633,6073.991,15218.193,15055.852,17600.815,20937.303,19778.289,18700.077,60577.223,46064.49,79422.792,64261.8511
PF3D7_1430100,25469.755,40649.451,29275.608,20421.12875,2199.676,2579.627,21191.394,23408.828,18670.007,16586.229,24791.991,66999.117,93561.435,109135.347,31087.3621
PF3D7_1430200,9178.931,9195.329,5678.972,84986.10015,9027.509,1531.838,2169.344,15506.167,71433.479,89029.269,116129.492,70914.291,63314.144,53930.168,8037.2097
PF3D7_1430300,33028.899,64525.532,82954.322,3618.56085,37316.073,8867.494,13883.428,13749.97,9747.785,8120.225,4471.242,50319.296,53071.802,42973.321,72158.2766
PF3D7_1430400,13074.943,63013.237,65350.867,1136.6113500000001,16632.24,4509.364,6656.233,5196.269,2454.377,1934.148,1364.534,48324.34,55117.463,107765.105,46684.6549
PF3D7_1430500,0.0,2775.476,5052.172,7409.963250000001,5458.136,1207.21,1309.012,2648.999,10623.845,8452.269,11839.443,12310.225,4658.79,15804.983,1822.3129
PF3D7_1430600,26712.058,27798.354,22542.96,5382.07735,1589.36,3815.083,14714.054,19041.638,18814.701,11017.549,9996.488,2659.416,9404.047,7606.249,2296.0451
PF3D7_1430700,5089468.495,5279865.481,3111044.176,15223.286350000002,1125.023,1020.009,21508.14,48985.12,55310.337,37350.422,26673.083,31737.762,40549.493,54918.136,41964.3772
PF3D7_1430800,0.0,5960.547,2342.14,11445.28285,1529.943,1424.102,1191.377,5459.04,21396.239,11034.354,13395.198,453045.659,439140.148,271979.62,183431.7122
PF3D7_1430900,336805.251,313680.303,316677.541,79372.6775,6426.465,4072.548,42756.426,145536.819,238046.917,153681.933,133683.659,65157.01,100088.32,169252.692,11551.4633
PF3D7_1431000,61421.206,73518.276,76184.681,15462.7212,1355.773,1809.19,24352.648,41647.426,33913.223,23904.738,21851.344,168181.395,169686.729,101591.885,113264.9047
PF3D7_1431100,4527.489,7812.925,3513.346,13425.737850000001,1144.075,751.738,1557.885,4122.598,13103.096,12220.122,15115.087,841214.38,710480.708,141626.417,396468.0978
PF3D7_1431200,30994.055,15088.7,13709.025,32226.891600000003,60904.894,38726.606,17274.591,11786.137,18081.284,16240.298,21929.61,6520.949,5300.845,3874.572,20209.9296
PF3D7_1431300,49370.807,22192.553,18026.225,75135.5427,65040.899,51740.987,39036.578,33004.034,70902.204,98774.664,92496.244,73365.452,62779.727,58555.975,83627.8356
PF3D7_1431400,0.0,459.954,332.087,124422.27034999999,32929.217,22937.516,17066.368,31862.375,113227.789,168055.72,168110.528,94562.445,117133.359,208725.475,50681.2894
PF3D7_1431500,13596.432,10105.828,14275.63,17257.53055,2130.102,11439.472,30153.587,35953.372,40554.984,37857.465,24070.237,142350.997,158933.227,250653.097,85807.571
PF3D7_1431600,43614.85,34690.156,31039.676,16110.53105,2097.375,2079.203,19044.677,51515.99,49483.613,33741.885,28426.485,62759.235,33380.367,33529.726,8524.0964
PF3D7_1431700,444616.249,243911.742,278174.526,57843.6829,370807.284,569354.078,488463.614,304938.609,122436.192,95348.081,62230.379,51697.246,57163.853,58660.386,92324.9038
PF3D7_1431800,10413.236,33228.506,47468.523,2971.4837500000003,1518.706,2481.078,17906.714,16276.58,10386.289,5509.838,5843.065,17624.504,13764.596,5846.03,7104.5426
PF3D7_1431900,418.026,5348.028,8605.422,11442.16345,1220.081,804.589,1601.643,8318.049,17790.008,10007.083,16246.636,7119.789,12578.79,16458.181,41222.4319
PF3D7_1432000,9854.197,11242.182,26375.691,6625.4665,3865.932,10799.879,22020.907,24433.56,17194.228,15124.579,8308.285,10653.236,9808.01,5985.59,11618.8073
PF3D7_1432100,28275.825,25110.966,47967.317,31072.031049999998,18782.918,29783.351,37228.43,32024.22,29631.291,25232.458,23844.446,28330.929,18813.481,14101.459,20522.6558
PF3D7_1432200,1508.662,5722.825,13656.898,12648.22865,1213.161,1054.824,1621.79,7026.854,18485.129,20543.565,18144.042,7200.7,14687.677,14654.634,24134.1946
PF3D7_1432300,19832.002,10838.773,13284.466,4164.53165,1761.934,1800.071,2144.999,4982.745,7933.046,6379.583,8727.253,26872.099,17533.521,13902.749,16928.8593
PF3D7_1432400,1788.115,2380.996,5001.528,6552.87345,728.965,481.161,6103.085,14887.935,16163.156,11579.925,9235.415,14399.815,17839.29,5705.014,58917.7967
PF3D7_1432500,87624.774,22401.338,31458.901,36490.2626,51601.77,53208.363,45336.415,40664.514,51475.585,39464.704,33702.742,66611.176,86212.761,74847.565,80035.341
PF3D7_1432600,59983.151,94624.322,125783.585,3310.9255000000003,5924.351,8781.168,11882.329,12052.451,10964.103,8168.605,5000.147,4385.884,8091.341,957.548,15121.1757
PF3D7_1432700,59402.453,41693.02,76925.369,9997.97895,1764.977,1930.62,27689.238,61715.487,40863.162,24716.445,21726.17,80751.814,70123.495,55833.481,125075.0023
PF3D7_1432800,48196.178,67001.769,79453.897,19002.1358,9045.876,25687.982,39022.9,48927.314,43715.565,42264.391,29853.729,25137.276,23843.28,37537.305,13768.06
PF3D7_1432900,0.0,9339.126,14252.992,8175.170400000001,11474.143,8667.906,10090.509,12728.205,19638.012,16422.588,17257.625,5880.401,10996.325,10804.094,21481.3114
PF3D7_1433000,63199.299,47142.079,53035.562,5338.33885,46683.258,42652.144,23409.557,18143.457,10890.085,7124.638,7100.256,11427.764,22131.603,45217.147,38858.6693
PF3D7_1433100,6685.147,12689.238,17936.969,2017.8697000000002,2883.146,4115.842,6185.959,6092.921,4179.645,4227.472,1874.902,40664.296,49050.956,40370.468,95943.1378
PF3D7_1433200,1113.876,11994.319,5664.309,5211.3994,390.456,892.152,1511.002,2083.09,4981.128,4811.885,5627.339,7842.218,15847.523,11914.078,292.9111
PF3D7_1433300,1212.496,13342.403,17214.025,31288.744250000003,6360.667,22851.92,18772.221,32682.608,53379.494,62854.013,50658.453,30442.505,23207.252,23731.084,6908.3027
PF3D7_1433400,14780.092,17395.074,30359.805,20958.61385,9120.721,27875.317,48876.6,69399.524,77237.166,62504.131,40019.368,14728.862,16688.189,13135.019,21410.134
PF3D7_1433500,11575.44,55685.038,37959.438,230185.5393,149296.755,59164.468,26024.469,44228.468,36060.134,60336.013,138231.007,28471.067,27011.269,21674.657,109181.0803
PF3D7_1433600,,,,22375.430099999998,4607.555,11858.435,52703.479,76181.186,56675.279,43456.648,33011.655,58807.625,46939.812,58444.753,165686.8087
PF3D7_1433700,5235.79,6866.93,7858.794,10016.0105,1250.875,5246.192,20318.371,25466.329,23629.111,21858.759,14373.906,32840.182,28598.821,18596.4,12265.1534
PF3D7_1433800,19175.734,15398.759,18904.713,11089.059,903.661,787.048,5452.877,17630.067,29924.001,25143.046,15134.238,5965.959,6528.363,4604.206,36067.6488
PF3D7_1433900,2850.721,1644.861,3259.21,7909.23215,16913.598,25476.146,40303.238,30190.678,22214.213,17096.136,11004.773,16175.294,20129.295,25998.653,59183.5092
PF3D7_1434000,,,,21835.31625,60276.79,93865.561,134023.347,85460.629,54935.617,38555.259,26434.645,134389.739,195250.695,177740.932,347888.1663
PF3D7_1434100,19239.956,6784.523,3956.184,9377.27515,30397.834,50551.524,41705.705,15944.218,14450.132,12007.724,12370.671,24059.665,18794.549,18909.713,11753.4316
PF3D7_1434200,159927.446,116988.322,109789.82,94692.27665,50295.829,57794.01,99849.005,196027.124,248449.349,197551.434,166477.978,54819.706,44205.336,28821.916,21310.1294
PF3D7_1434300,129504.513,67602.686,48651.11,93204.95465,167248.874,249746.9,393819.634,226864.199,167926.927,208953.899,88091.84,43211.174,26720.728,12970.697,100856.2546
PF3D7_1434400,8831.306,2477.571,2555.045,66038.1294,5864.074,1394.481,659.43,8719.472,40476.591,55666.773,110316.951,44061.013,46486.37,42014.238,529.7792
PF3D7_1434500,12543.965,13637.653,18281.439,4102.75735,12537.428,15663.446,12416.402,9800.593,7714.57,5069.821,4167.967,8715.4,7247.416,4694.333,20154.1941
PF3D7_1434600,374001.344,409021.808,299421.806,34006.47855,72903.073,82398.05,77975.931,57572.536,42555.706,40764.321,29305.159,77025.02,53405.088,51048.964,39296.4336
PF3D7_1434700,33866.397,40847.507,30769.261,7179.32475,2461.112,22012.225,39825.881,19914.333,8718.018,7638.51,6964.187,36223.147,50045.201,36694.595,37475.8526
PF3D7_1434800,385054.118,451535.785,258329.207,27574.662,7183.389,127951.935,354211.405,193221.811,76270.485,52903.096,43810.84,10554.927,11502.796,5779.957,549.2582
PF3D7_1434900,3385.887,2468.61,4889.139,6621.09625,267.346,250.476,325.293,1437.708,7927.802,5405.821,7351.62,52397.233,77617.064,63115.034,9794.0939
PF3D7_1435000,20798.7,99669.094,93264.58,21968.8039,1849.422,2747.056,38367.363,70602.689,86442.966,47921.545,45969.603,39692.148,47045.912,52232.116,215393.8713
PF3D7_1435100,60002.848,68046.785,69953.777,6413.56415,1081.442,2273.103,24023.943,30645.56,23224.263,14813.484,13180.352,6894.884,10488.832,252.367,46783.048
PF3D7_1435200,31198.822,16428.177,16027.139,33200.3004,2888.357,604.748,2324.362,12753.443,42717.549,46540.73,61425.408,56963.456,74261.919,96202.482,16392.3707
PF3D7_1435300,21782.398,42047.785,35842.346,38893.413100000005,3341.329,822.991,3239.738,19311.336,33623.891,42634.268,61108.047,81677.225,127114.922,153733.971,19092.3925
PF3D7_1435400,41784.432,64964.879,59189.677,18016.667550000002,56371.942,92899.64,85160.557,67113.031,40105.078,26151.081,24421.884,54382.749,40995.291,26468.407,2482.4474
PF3D7_1435500,30716.564,41504.328,61072.621,14794.720800000001,28979.155,35933.933,38021.592,45285.933,48862.522,32233.878,24137.614,18730.119,16417.215,27439.063,3606.6044
PF3D7_1435600,55569.683,44838.486,48430.648,57819.801849999996,4729.589,913.968,1790.482,13399.834,52216.293,73031.754,89305.838,41900.736,78107.632,140903.535,48199.317
PF3D7_1435700,36487.259,53998.33,42857.339,25717.94295,2680.615,12506.13,46022.465,51657.906,49830.595,48807.382,32786.219,64582.207,69808.958,44053.142,39494.0969
PF3D7_1435800,49259.244,211281.764,131140.077,6307.57415,458.586,2305.185,13152.022,13339.278,12890.824,11155.039,11567.731,17023.942,14490.456,855.803,1227.8192
PF3D7_1435900,6610.972,34892.001,37022.358,5528.11125,1913.481,2656.703,9840.204,16412.08,15581.021,7010.28,8902.381,18357.927,13816.195,8463.134,85822.7488
PF3D7_1436000,124194.751,120424.229,90104.033,26548.6401,138204.942,369461.447,259450.874,129093.166,56150.104,36321.51,29227.223,16462.098,15790.532,5820.437,69160.505
PF3D7_1436100,13453.025,11162.505,19798.216,8962.56305,11780.996,11301.839,10657.318,15680.394,20486.468,20853.321,13726.98,18423.417,16332.191,11079.63,15476.9461
PF3D7_1436200,0.0,3841.588,3373.742,29952.0522,3203.177,1423.669,1620.326,9235.931,27165.911,42618.998,49952.502,20900.289,12819.596,14410.152,8904.3174
PF3D7_1436300,163026.519,102804.277,44797.199,613358.1926,257120.55,288932.859,60908.838,20353.641,32111.398,64618.575,249335.395,58154.0,55592.665,47213.303,51453.2498
PF3D7_1436400,9330.132,6416.168,7043.675,740.8027,827.133,1615.915,2184.179,1765.948,992.756,884.122,770.706,3789.697,3359.442,2199.977,8693.7777
PF3D7_1436500,7762.722,33186.496,46151.196,10746.1644,1970.633,5753.083,20087.183,23881.25,27872.333,15856.925,16244.599,10421.553,20365.355,3569.415,7742.9748
PF3D7_1436600,103937.675,55045.015,57239.255,85496.23509999999,8548.713,1817.082,5265.022,44274.326,91478.034,120012.311,144497.284,74705.11,64339.367,38833.504,65742.6292
PF3D7_1436700,4399.063,7291.772,8921.019,2151.0251,778.156,1879.349,10047.053,12077.22,7692.006,6532.367,6315.454,2473.036,3988.188,2512.357,5122.9841
PF3D7_1436800,36536.169,66905.808,68123.72,1831.34925,757.29,1390.447,8983.398,12170.037,6930.248,5007.974,5207.103,7190.803,11937.061,3875.881,22211.8282
PF3D7_1436900,31109.728,25041.467,25576.88,4944.34575,11139.252,7076.821,6091.258,7805.58,5834.69,4599.037,6192.41,14985.205,6385.47,5684.568,7345.5704
PF3D7_1437000,12061.093,30014.491,33996.674,26737.4928,64450.969,45984.85,35810.31,54059.778,42473.208,44496.826,33188.17,14544.266,16803.971,17523.885,5328.6603
PF3D7_1437100,18460.092,31023.147,50701.663,8489.48315,2176.184,645.793,4036.266,18585.07,23275.662,21015.729,12766.323,10768.87,16606.029,33105.56,36022.1208
PF3D7_1437200,99117.504,141231.505,83524.743,73237.10285,14225.296,25222.638,77500.286,198111.066,172151.85,171033.471,118919.954,157115.146,173515.885,159732.896,447844.6272
PF3D7_1437300,0.0,6217.36,4566.44,29441.63555,2655.496,1408.225,2170.464,15875.149,44616.038,44707.322,56016.08,4682.176,4468.351,9803.663,7365.7552
PF3D7_1437400,337711.827,148401.253,154965.27,9062.5124,6501.778,21192.428,46613.132,46908.194,26781.56,23730.515,16586.056,3728.603,6320.193,4778.856,22271.5557
PF3D7_1437500,7034.219,7875.344,11155.216,31151.6094,34643.268,29292.805,36473.495,86632.334,74008.713,52737.896,56688.727,157934.996,205736.708,186975.248,121743.9194
PF3D7_1437600,258440.778,167710.053,204287.53,603.9653000000001,220.103,504.048,5023.742,3448.093,3447.095,2131.928,1982.441,2285.357,13352.642,2340.055,30567.6056
PF3D7_1437700,17358.578,58951.921,86381.217,11608.91685,1630.604,702.33,5056.918,24104.036,25835.876,24652.077,21983.235,130229.281,80542.665,46273.669,57973.295
PF3D7_1437800,1961.39,12498.337,14878.305,8320.9145,31032.917,24201.242,17685.766,18519.314,15294.558,8200.043,9262.124,19007.186,12925.331,12930.098,6189.3391
PF3D7_1437900,234454.44,269728.872,193749.3,121482.4654,261645.728,320762.579,440178.434,252023.383,157949.541,168004.772,96052.937,140618.516,152581.735,244838.108,101536.8399
PF3D7_1438000,80338.317,253272.525,275664.309,54562.910350000006,170030.013,132104.365,103294.211,90597.469,78734.051,71294.914,54825.685,64842.292,46470.416,26152.128,20516.7056
PF3D7_1438100,253919.169,491939.515,452878.219,44304.448749999996,52752.282,58146.138,48448.198,115006.141,136560.486,117195.026,90646.299,30910.761,32920.354,20001.226,97426.2614
PF3D7_1438300,0.0,59170.164,39774.644,,,,,,,,,,,,
PF3D7_1438400,2935.501,5490.577,6444.002,20958.24955,5710.365,19514.306,16095.777,15579.761,24347.076,31987.577,39019.25,5726.578,14957.096,12186.448,7544.9153
PF3D7_1438500,79984.665,220708.031,134206.431,10111.48515,25878.03,26331.782,28242.097,22062.626,16369.936,11456.992,10440.441,22313.471,15936.388,14636.854,9694.6683
PF3D7_1438600,19676.552,13735.348,18119.976,6635.18505,28347.266,21432.638,20866.776,19522.285,15955.328,9583.205,11696.888,4218.398,8177.313,8988.297,22495.919
PF3D7_1438700,20362.434,18953.767,19103.138,24182.2872,3271.799,3358.644,39383.717,82469.205,89002.818,66293.684,36019.322,58896.519,70989.34,54127.754,212822.0465
PF3D7_1438800,1698.333,3765.504,1198.652,14081.0349,1799.332,709.598,727.444,1319.978,8195.919,9135.621,14867.04,524252.234,662049.12,483973.329,593563.6831
PF3D7_1438900,1940827.109,1415913.243,1363413.586,82860.0358,475562.97,400734.203,450991.073,417406.846,255336.633,150005.818,136479.524,329730.657,172729.175,124131.153,2258.8969
PF3D7_1439000,1429765.688,1508084.463,1314962.175,22705.37585,12929.65,5033.959,19410.233,93280.252,95304.32,74437.815,59393.387,14235.693,26229.703,46447.75,571.571
PF3D7_1439100,48254.423,156833.028,161934.785,1416.8876500000001,7710.384,8220.454,7375.209,8450.292,6685.529,5303.417,1923.177,3992.776,7783.327,3237.808,12011.8545
PF3D7_1439200,3133.563,7683.996,8790.049,4115.43035,14050.794,13840.673,12774.975,13331.194,12554.226,8136.361,5377.802,8041.984,9938.925,4943.75,23163.7384
PF3D7_1439300,50380.223,18876.053,27163.229,17997.709600000002,15991.181,15030.061,12641.614,19665.204,27082.763,31429.785,25997.294,6116.813,5698.099,5754.601,8726.9062
PF3D7_1439400,69467.332,176416.045,152791.389,74784.70775,8060.679,3332.374,24202.592,112674.892,153898.671,127052.061,101987.87,127433.177,108593.894,72127.517,52765.2946
PF3D7_1439500,9009.301,24618.824,22931.516,73707.7706,21321.209,3604.065,1838.763,12340.337,27718.431,38946.549,76727.814,12784.27,14440.29,5912.446,14798.5878
PF3D7_1439600,105821.485,99030.328,161618.427,54601.8723,7103.835,5657.868,45449.304,101416.075,111413.251,106049.626,102914.006,24074.912,22529.688,14620.045,9118.4309
PF3D7_1439700,145750.293,309597.172,260779.724,13282.2262,2524.251,2988.4,26821.394,48908.287,44472.178,35388.653,23378.046,17937.937,15453.458,6881.132,5972.1097
PF3D7_1439800,107481.571,55939.162,72718.144,175037.68670000002,108043.573,165572.16,197499.641,261355.611,360329.423,375855.504,221760.856,5192.989,12334.265,18892.141,31758.244
PF3D7_1439900,132432.423,155395.261,175170.336,64142.859599999996,412651.818,448664.512,665686.0,453094.427,180155.133,137479.619,86140.901,42251.063,33127.482,12378.653,53962.9681
PF3D7_1440000,53712.603,70993.389,134543.687,6421.36785,691.7,271.237,3994.393,14835.723,18017.1,17012.685,10884.113,13370.145,15236.753,9057.123,30638.2704
PF3D7_1440100,22186.818,46053.004,65791.399,32744.4764,3777.851,2190.312,23000.174,67751.239,81515.565,79890.503,63559.689,32522.69,26097.841,7461.468,117098.3017
PF3D7_1440200,30872.194,11296.676,10047.532,2077.365,179.712,2034.356,5645.647,7121.027,4353.149,3456.641,2150.495,1350.274,3056.762,1265.889,9357.9847
PF3D7_1440300,48088.079,131612.645,66846.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1440400,708.865,2943.207,3100.001,22295.1441,1263.027,413.348,823.984,10379.564,29805.525,39278.704,33492.239,9682.9,10766.436,9063.936,11067.9279
PF3D7_1440500,28571.632,67846.465,60865.896,25849.472650000003,8999.211,46333.186,45909.194,17981.244,42613.326,49101.954,30770.91,134645.184,109249.575,69653.928,50558.4364
PF3D7_1440600,493.847,2996.601,1834.059,3571.014,609.603,2435.47,4386.454,7840.53,8976.59,6112.16,5162.038,41520.32,33463.883,15836.467,165415.3588
PF3D7_1440700,46490.238,25631.53,32251.991,10521.86365,5282.505,30581.85,28733.505,25302.164,29362.427,19603.809,19671.52,130541.722,161056.323,64688.473,887422.5485
PF3D7_1440800,35190.6,48022.234,55014.887,20190.69425,2224.485,21771.533,33142.473,23291.28,25281.078,15940.761,21671.845,31173.912,36716.469,38434.888,28098.1926
PF3D7_1440900,942.431,408.0,612.024,27905.62155,4228.137,3456.877,2212.933,4608.995,22117.158,28826.544,42104.929,13116.565,23366.147,13498.187,11152.2192
PF3D7_1441000,40550.184,23584.804,28095.252,11575.05775,19708.343,17350.005,10781.832,8737.744,8915.403,9177.688,12982.731,37443.825,42758.789,69041.006,33106.0319
PF3D7_1441100,78894.785,79352.451,91086.375,286728.28825,299796.327,181312.563,183962.076,215110.889,141857.231,138718.992,136124.992,74566.228,74969.602,88731.693,44297.5541
PF3D7_1441200,99936.901,132075.707,128176.675,57076.46495,183341.635,320177.669,296780.583,172105.128,82407.267,40466.684,43364.838,19927.751,18034.477,23736.508,3271.2953
PF3D7_1441300,5818.087,9423.604,9899.788,6136.20215,1060.873,398.872,434.484,5246.729,9681.182,13624.081,12058.728,30857.59,66618.22,88503.271,50080.5072
PF3D7_1441400,12585.504,55571.032,80823.239,33000.1158,31052.115,82195.211,146087.521,150162.034,110068.651,78970.665,52808.701,156957.119,153862.312,89461.442,273214.0698
PF3D7_1441500,30765.461,26893.283,25953.418,17599.22515,13874.162,18153.331,29481.573,48588.764,48721.949,41848.252,25122.927,21182.053,27091.183,16629.206,50452.3607
PF3D7_1441600,11985.71,14335.275,8004.387,8434.38025,2574.441,9757.024,9718.287,13138.184,17191.289,17933.335,19085.873,18793.454,24229.914,44336.435,25391.7759
PF3D7_1441700,36030.298,16245.114,15261.85,3202.2946,526.472,1789.841,7173.21,8237.327,10023.702,6630.152,6029.323,15441.793,18727.541,35315.338,43240.5879
PF3D7_1441800,142593.64,49626.608,58737.986,10501.50445,2652.723,8122.225,21690.591,27040.967,25679.322,24216.804,15729.357,8598.658,7637.489,11220.488,28748.3729
