Gene,Day2_R1,Day2_R2,Day2_R3,Day4_R1,Day4_R2,Day4_R3,Day5_R1,Day5_R2,Day5_R3,Day6_R1,Day6_R2,Day6_R3,S1,S2,S3,S4,S5
PF3D7_0204100,58627.3728,0,0,1606.4699,2038.0307,0,5043.8555,3604.1458,9602.3896,11945.3943,9437.5717,9856.0073,42549.9067,69825.2395,48235.2005,57447.4493,62663.8783
PF3D7_0204200,0,0,0,0,19416.5762,0,5194.9676,7907.0629,9168.8454,11463.4401,38577.723,11703.4071,9783.7543,18466.6212,9650.5271,19967.5828,12105.205
PF3D7_0204300,0,0,0,0,11987.0277,0,18858.1473,10023.3642,4258.0351,5645.6367,9399.2001,9819.5802,7461.3045,18972.2576,5380.8833,13485.3806,7418.9246
PF3D7_0204400,0,0,0,0,3102.0811,0,13694.5349,5403.9823,2525.2381,3144.568,7531.2378,4500.5408,6758.0975,19288.3604,4138.5491,11295.2238,6768.9405
PF3D7_0204500,0,0,0,0,31771.7121,0,22863.7473,29148.7529,31133.6713,10166.0927,45055.5655,39575.667,22844.9749,62754.4347,21924.4565,19533.2565,33033.9923
PF3D7_0204600,0,0,0,34323.9094,10886.1643,107627.6042,17233.0511,11397.7051,8011.4643,12827.3152,14856.6435,8685.3144,1882.2428,2848.8567,1328.9433,4404.2713,2279.454
PF3D7_0204700,36086.5798,0,0,0,41292.5644,134359.0427,31046.1626,46024.3467,45798.6797,31016.5796,42626.8949,42224.507,51567.6438,125864.6683,46352.0816,26644.924,51635.5684
PF3D7_0204800,67591.9555,46508.2534,0,13890.8375,47727.4985,0,133197.2317,33722.6264,31299.276,68477.9859,48932.8128,37300.5048,685.5669,1106.8111,576.2373,1659.478,1165.2528
PF3D7_0204900,0,0,0,0,28171.9614,0,62184.3677,24259.6445,23975.7067,52104.276,60951.2339,44759.566,821.9807,1658.805,898.1658,1105.3779,1047.8358
PF3D7_0205000,15557.4041,0,0,57549.6988,5408.1336,0,2170.4454,8350.6467,8304.6629,10964.4094,16207.1905,10490.0185,1051.9636,509.5017,212.2088,4922.9918,268.2022
PF3D7_0205100,0,0,0,52142.6445,5053.1405,9083.3798,13642.748,18915.1641,32499.9785,31163.9446,22505.1908,21269.0683,1000.7832,1211.7832,973.3712,3114.6277,1093.5151
PF3D7_0205200,0,0,0,0,0,0,1080.9877,1706.2685,1793.9829,5880.8731,2827.8135,2208.749,19280.5933,32988.371,18390.1208,23335.2294,24578.308
PF3D7_0205300,0,0,0,0,6993.5851,10637.3953,431.8053,2555.9117,4220.0624,3230.0684,1526.7014,972.7863,167.4286,202.7285,84.437,1486.0139,213.4329
PF3D7_0205400,0,0,0,54716.6702,67312.2065,41593.2286,79776.8906,121925.0694,105387.4775,72088.7028,105860.2706,112960.6557,10147.2605,34283.7385,4663.4609,11620.912,6050.4365
PF3D7_0205500,25912.0873,0,0,0,32652.8199,44527.8243,50610.6792,24251.0016,42162.8252,89466.6883,26615.7168,25189.9199,2102.5542,5940.3077,1502.165,5089.4269,2233.5596
PF3D7_0205600,0,0,0,13856.442,15137.322,0,35274.536,24746.023,10696.3489,9442.8593,34127.1025,26591.9132,11701.7642,26497.6929,5556.501,26976.3832,11042.4912
PF3D7_0205700,0,0,0,21026.3884,5186.7862,0,3568.4778,3520.3808,10199.2855,19933.515,8636.0646,7416.0001,1844.8606,5026.0989,697.7946,4279.5867,1763.8287
PF3D7_0205800,0,0,0,0,4327.3546,0,2605.0448,5139.8663,5123.8801,34249.4031,17187.5354,9144.3114,8417.3573,17530.2924,2886.6056,21461.6578,7296.5282
PF3D7_0205900,218010.5105,0,0,53204.0225,129072.6536,298536.0005,112868.5129,108581.1363,102529.7964,76477.4974,96709.3908,105307.4832,12530.2553,31013.4984,6249.5114,12340.4081,16325.5342
PF3D7_0206000,17461.4616,48059.0965,0,9569.3567,13910.4866,0,28623.9912,8251.1585,7636.534,6330.6623,20895.8462,14603.0183,6218.4191,13819.9302,4584.9821,14417.142,6722.9408
PF3D7_0206100,0,0,0,10127.2393,17130.4171,14113.5244,11458.2458,13564.5696,18276.3424,16335.3816,2962.2977,4877.5589,77416.3586,152644.3644,76544.2137,122330.0169,129271.3632
PF3D7_0206200,0,0,0,14832.3217,1568.0721,0,5873.5983,8443.3154,24833.4057,9211.2313,5774.7589,11012.2218,1319285.7762,1985667.7949,2167472.559,1273837.3788,2118095.1649
PF3D7_0206300,25290.6511,0,0,1299.3718,6731.1055,21729.9682,8159.3109,9398.145,10796.2101,35905.3208,6693.7789,15643.4104,3591.2271,4555.4492,1865.0155,10417.6784,3160.9903
PF3D7_0206500,0,0,0,7424.5947,30873.8213,0,29821.4095,38949.7172,43178.717,25726.929,20698.1774,28233.03,168803.3038,343711.4299,142622.8768,142048.86,214043.4245
PF3D7_0206600,0,0,0,31860.2372,3368.2622,0,4956.5417,5689.8745,5566.9321,7091.4351,12809.5318,7200.2394,3319.5675,6346.4974,572.7222,9022.1137,2449.9215
PF3D7_0206900,35977.598,0,0,22181.292,5471.6777,0,3137.0679,30452.6892,30658.7771,37424.4408,24144.8369,41253.2958,150100.069,276596.2397,207586.3799,201196.3122,223285.1362
PF3D7_0207000,238292.9974,0,0,685603.0398,346605.2135,431039.1833,338134.0552,439302.6622,515908.7792,444884.8921,234831.5657,437887.893,131108.4645,133490.2497,177916.9566,192414.1386,134917.2301
PF3D7_0207100,0,0,0,10167.7209,3224.7923,55262.7677,15703.0253,24990.482,28796.8883,44591.9654,39135.2013,40592.8267,65704.5197,114556.0732,68093.8183,110564.0993,64567.0919
PF3D7_0207200,0,0,0,51610.2262,10912.4594,0,20437.6458,17281.8693,9421.6273,6310.9666,26366.4893,24206.8101,87735.7008,182653.0027,105263.8982,115777.1988,131325.0663
PF3D7_0207300,0,0,0,0,0,172279.6452,1748.343,2932.1231,6931.3869,1443.7055,1907.1488,1259.4773,2259116.4237,153495.2755,3724932.339,93396.2825,1657913.4228
PF3D7_0207400,0,0,0,44760.8768,11492.284,80202.4181,54532.4403,122583.2105,111362.5276,1199970.2719,591509.7799,773503.827,2735.1052,3439.1365,1220.2008,5941.5418,3352.5271
PF3D7_0207500,0,0,0,0,0,0,0,4037.4962,8190.9955,17624.9985,6438.9206,9910.4154,2031.9955,117.1624,73.1977,234.2206,2096.9302
PF3D7_0207600,0,0,0,0,347.9773,0,9775.7582,9699.1061,7416.5161,39317.3133,6356.1286,22652.4082,433.1958,262.2643,163.8507,1572.8857,414.1685
PF3D7_0207700,0,0,0,0,0,0,0,8815.1471,11039.5856,39526.2313,30570.2102,25264.4316,0,139.839,0,93.1845,147.2228
PF3D7_0207800,8034.451,0,0,0,40847.2066,0,27181.8917,23442.8514,16897.0442,69446.6725,24377.0208,28687.5539,0,131.5633,27.3982,87.6698,138.5101
PF3D7_0207900,0,0,0,629157.3986,315191.7244,508900.2019,447765.7737,776006.1466,621453.1453,1481145.1134,230188.1173,896464.8749,1040.2468,1259.5672,813.1503,1594.7419,2254.3269
PF3D7_0208000,0,0,0,16076.5664,5098.8406,0,17461.9039,35314.4212,44223.7472,90412.0627,9682.9225,48415.8801,1269.5058,2433.8398,666.9084,2133.9973,1213.7452
PF3D7_0208100,19877.4991,0,0,26144.1866,59079.6808,300589.2821,78896.138,112276.1376,142491.043,106509.4779,63116.4033,154907.7575,268.8161,325.492,54.2273,1041.1108,137.0714
PF3D7_0208200,181072.813,0,0,231543.2819,55077.1659,708750.9865,143852.1443,155896.9085,143887.2493,174925.1157,113531.3343,195180.407,816.2544,1647.249,274.4335,2195.3548,693.6907
PF3D7_0208300,0,0,0,17666.0067,18209.5783,0,20987.2121,13088.1006,13303.0892,12123.9461,21846.1223,15423.1801,508.6003,967.7344,91.6055,1172.4895,463.1057
PF3D7_0208400,0,0,0,14415.3094,13868.2685,3013.4198,17981.6536,13660.4611,16623.973,32846.0667,27085.7717,24667.2774,3746.9785,4594.4026,1207.9481,9146.4473,2781.2724
PF3D7_0208500,0,109614.1032,0,38195.4494,49033.1046,171096.2575,95382.5943,38004.2245,107664.3793,223333.6696,67744.5434,67147.3706,2872.5243,6086.7675,3214.2145,5359.7666,4119.5315
PF3D7_0208600,0,0,0,0,53723.2753,0,51535.4591,53123.4985,43733.2406,59925.4252,66042.2723,51575.914,3058.5329,2222.0271,565.5713,10529.3676,779.7847
PF3D7_0208700,0,0,0,0,27773.6629,0,25305.3396,19971.4131,17665.0572,38221.6208,14560.7611,9248.9305,1401.7028,3960.2052,1237.0771,2638.9621,2382.4636
PF3D7_0208800,0,0,0,6522.1714,32407.606,0,52578.0096,23586.903,25513.826,34088.1029,48908.7167,17658.7047,2145.9636,6755.8602,1298.6926,3982.4526,1914.9259
PF3D7_0208900,0,0,0,1734.9704,9904.7316,0,1030.5722,5635.3223,2579.0457,2831.9046,2559.0264,2244.5764,1027.5305,2004.4959,201.5223,2809.6516,363.8512
PF3D7_0209000,2940.1406,0,0,0,0,0,1230.5552,364.1908,321.4577,179.3186,143.559,161.1766,3936.3785,4429.2933,3158.2389,4683.9789,6994.7522
PF3D7_0209100,316722.4258,0,0,23668.9798,14596.6507,0,9372.9143,6472.6083,6604.7356,12357.5749,13983.5537,15065.0575,1946.9271,2514.5679,392.7466,4922.1712,2481.8829
PF3D7_0209200,0,0,0,44337.4778,4687.3552,0,23044.3999,47694.5851,24108.443,76481.7498,25893.2737,46272.8155,182.3523,441.597,183.9263,882.801,464.9141
PF3D7_0209300,0,0,0,0,3170.9635,20900.1197,30542.4543,9039.2381,12984.7792,38078.2031,33247.3359,10934.4654,1315.8405,0,82.9499,5839.3748,0
PF3D7_0209400,0,0,0,0,5252.3996,0,2299.576,11645.3856,12509.0644,27924.8481,19147.2587,18674.1344,148.6067,359.8763,224.8342,479.6216,378.8785
PF3D7_0209500,0,0,0,0,0,0,0,5833.2859,8673.1536,4895.739,2712.1337,3907.5806,14850.4846,315.4647,722.6554,41202.3764,332.1218
PF3D7_0209600,0,0,0,0,0,0,0,328.9308,0,6700.9902,2844.9488,2423.773,20766.0019,97.8374,20.3748,65.1959,103.0034
PF3D7_0209700,0,0,0,0,24236.0953,0,25661.8479,22376.0505,27933.951,29473.6045,21989.0318,20817.4958,115871.133,212588.775,117195.0818,41307.5238,170008.5131
PF3D7_0209800,70380.9894,193709.2579,0,28928.0249,284036.721,506453.1351,247009.127,342059.9296,320419.3435,211198.1034,211263.8974,354427.6846,6543.6736,13109.4745,6060.1459,6527.8216,11071.6765
PF3D7_0209900,0,0,0,0,20526.7823,0,20595.0255,14628.5563,31520.6721,17806.7794,43500.361,12516.4549,4791.3225,5801.5008,2617.7024,15463.7855,7125.8025
PF3D7_0210000,209001.4413,0,0,10737.9829,70383.5681,112235.0176,260601.5936,158927.8223,165333.6207,82501.1467,300199.2404,249626.5018,13425.6849,26095.6211,12027.0577,10547.6327,28824.6748
PF3D7_0210100,0,56629.2204,0,583523.1334,153778.0382,176784.691,221745.9989,133378.1992,126108.7607,435095.4426,223835.4191,73615.7965,5843.3033,17519.7307,2806.5443,10327.5519,6384.7401
PF3D7_0210200,0,0,0,0,21218.2629,3062.4432,20263.2129,18248.6302,22602.3014,38996.1548,29287.067,28383.6958,530.2189,700.3719,60.7722,1750.1507,122.8921
PF3D7_0210300,0,0,0,5136.659,59192.1503,0,35306.4524,41280.6887,34481.1228,29810.8776,29049.5834,57182.6664,11154.6209,25375.67,7244.903,21682.4537,12280.5361
PF3D7_0210400,21052.4977,0,0,138448.1083,68609.6476,488389.6751,34510.657,117058.6102,82186.2385,79107.9179,149553.4028,78208.4651,0,344.7324,71.791,229.7194,362.9349
PF3D7_0210500,0,0,0,143777.9716,17681.8625,0,43573.5202,55120.6193,70844.4068,77936.9082,60321.1438,57776.5085,0,116.8992,24.3444,77.8981,123.0716
PF3D7_0210600,0,34765.6128,0,5191.8041,8233.1577,0,3083.931,4867.7838,9504.8994,14551.8623,4515.4143,3946.9693,27844.2832,61224.4793,34072.0053,51411.1942,21122.8133
PF3D7_0210700,80222.7754,0,0,0,12781.7232,0,9326.7034,6624.7166,1719.8209,4620.9512,10092.8584,5081.858,36163.4609,85386.5663,35198.9788,37349.1205,37341.0559
PF3D7_0210800,0,0,0,60706.3649,12252.3028,0,15922.4094,13305.4324,7081.068,8007.106,19447.9406,8685.4864,27055.6489,42873.7281,32600.5144,26518.6056,54165.0482
PF3D7_0210900,246715.2692,0,0,59650.0101,137475.0534,112224.7632,82000.0018,88285.1676,96323.7959,90872.7881,123888.4107,110956.1907,23551.6811,50618.0279,12966.2601,33255.2627,28271.6202
PF3D7_0211000,0,0,0,83274.1532,22889.7187,0,35332.0271,28442.3418,27884.7893,15789.1745,88123.3099,59383.2455,3835.91,13270.4397,2349.0489,4863.663,5588.4573
PF3D7_0211100,0,0,0,0,80503.8919,0,35770.2509,24360.1919,25479.4975,14348.3943,21695.4253,15113.3701,0,135.4338,28.2043,90.249,142.585
PF3D7_0211200,0,0,0,7986.1696,29550.406,0,57603.0896,13638.4073,21993.511,46874.8493,65212.2934,33623.1072,1051.0628,0,66.2585,4028.3082,1339.8626
PF3D7_0211300,0,0,0,0,65426.8665,0,38252.0362,79310.5331,47701.3298,37916.8348,135675.4728,71637.4537,0,304.3893,63.3895,202.8359,320.4616
PF3D7_0211400,258087.4519,0,0,4821.7826,7646.378,0,48281.1889,68943.0438,78013.8178,95318.7123,72917.6193,93120.8176,158.6492,192.0979,320.0372,384.025,808.9643
PF3D7_0211500,0,0,0,3105.205,9191.898,0,12120.9439,9981.9748,3109.6652,5938.8128,15029.9831,15572.1552,306.5079,865.9711,128.814,741.9307,260.4846
PF3D7_0211600,0,0,0,0,0,0,13253.7365,4184.0315,12219.7798,9785.5437,11742.1461,7777.0944,4111.2145,9333.7542,4276.2872,3317.1916,5240.85
PF3D7_0211700,0,0,0,19206.0749,38868.9008,11471.131,36320.6408,32523.6138,40571.0041,41911.9013,23943.6074,31592.9138,31506.209,63727.1107,26929.4969,45015.2452,39587.7441
PF3D7_0211800,189925.5823,0,0,0,119391.1781,163185.8686,96713.7142,91140.6803,89005.9733,74949.6987,96620.8715,100298.4137,2397.2526,2695.3432,1079.4401,4144.8369,3055.944
PF3D7_0211900,0,0,0,0,66735.4838,83123.1253,43021.4167,49099.0604,57786.7665,48964.9686,67619.1723,65939.3057,163.5409,198.021,41.2381,1583.4634,208.4769
PF3D7_0212000,146329.8898,0,0,0,99828.1434,477766.531,87783.5687,114997.268,119050.2619,105756.8921,96367.3241,121181.3263,197.8913,479.2273,49.8999,1117.6995,504.5314
PF3D7_0212100,19917.3787,0,0,2046.6124,54308.2999,0,35081.2694,62295.1797,68147.6051,61733.2837,60347.1495,67012.7895,5387.1087,9865.8855,679.2013,14887.3272,1459.3056
PF3D7_0212200,0,0,0,6360.1496,19499.4433,0,32382.2417,19167.4703,10748.1683,17826.5629,55624.3149,17106.9289,627.7963,506.7718,105.5359,2195.034,533.5303
PF3D7_0212300,9168.3172,25233.9152,0,3768.3657,47806.9648,189060.1301,44768.1766,62335.4284,58670.4602,20068.131,38008.945,45937.7622,123.989,150.1302,31.2648,700.296,316.1148
PF3D7_0212400,0,0,0,13480.0841,9772.2075,26166.3765,4738.9365,14444.3345,27812.4747,12239.6868,19929.4523,30277.3294,13591.0185,27312.3869,15841.2774,18379.0908,24029.4188
PF3D7_0212500,0,0,0,7971.5429,39819.9839,14580.9596,38049.8753,11945.1162,11475.5519,29349.9104,34860.3112,16794.0532,38129.6007,60102.6152,47387.249,59546.8045,67037.6059
PF3D7_0212600,30753.3583,0,0,25280.5174,40757.9829,92482.5237,14480.3165,34707.6148,35008.427,36366.6045,6094.0937,17111.678,407163.4611,503582.9958,659014.6285,560406.2879,681537.53
PF3D7_0212700,0,0,0,0,3457.5482,51275.3092,2775.2345,13689.1451,15096.5164,8020.837,25615.1973,13994.6305,43849.9513,86645.9164,60915.8938,57304.1217,64129.0353
PF3D7_0212800,0,0,0,7075.8963,14711.9112,113402.7808,9206.7502,10662.2516,13803.0536,8127.5163,7064.1663,6249.6515,35077.5119,31760.8413,58921.5108,42015.863,41055.3758
PF3D7_0212900,23921.8517,32919.9986,0,4916.1849,30664.586,0,17938.4533,15968.161,30231.8088,20101.629,15879.3553,30096.1882,3882.1257,5679.9081,3548.5455,8613.9573,7629.4226
PF3D7_0213000,0,0,0,57118.9292,36231.6564,202985.3267,105663.4718,42460.7818,43079.4813,47557.9138,132147.9825,46851.7447,38338.9636,60303.2927,44024.9314,70512.0883,58695.9147
PF3D7_0213100,11309.4408,0,0,106913.4589,28011.4946,0,29583.8119,69577.212,101902.784,56062.2127,20794.4984,81692.2201,611.7792,740.7636,192.8313,2344.7077,389.9386
PF3D7_0213400,0,0,0,0,6082.9588,48112.0264,15949.6493,12073.9547,6482.3706,13502.5555,5917.2655,8919.0328,1262.109,2445.1292,1463.9542,2953.2166,965.3387
PF3D7_0213500,12621.4617,34737.9882,0,46689.108,1096.8821,0,26852.9021,12333.5009,7062.1297,13642.2221,10912.9519,15660.0153,2218.9451,2893.4514,2754.5836,3856.2188,4786.9345
PF3D7_0213600,0,0,0,0,2663.1008,30975.4384,3143.4759,4316.7411,3593.8245,3811.165,2898.6733,2668.002,1511.3799,1652.9317,602.3942,4248.5048,932.2551
PF3D7_0213700,150662.2856,59238.1547,0,8846.4683,203884.0731,18492.9243,127616.6009,50654.845,99250.4424,77813.6361,70848.7557,35278.6298,4366.0764,10573.1958,4550.5567,7750.2272,5936.7894
PF3D7_0213800,31625.9025,217609.5478,0,58495.0149,13055.2992,95106.4679,20957.9244,16757.9938,32543.9073,34612.2816,57006.0055,15285.5602,19674.0748,35992.0217,27123.5948,21050.7098,38165.0746
PF3D7_0213900,0,0,0,0,14954.8705,0,10778.807,15176.943,18791.7141,25845.2588,15908.2947,17429.2543,1709.7489,2530.2735,239.5149,4598.4505,726.5118
PF3D7_0214000,0,0,0,137494.4249,182667.8285,776040.7367,221291.3438,194751.3205,195852.4028,125965.2619,151684.6433,167651.5055,1507.9744,4929.952,684.4461,2190.1149,1153.3917
PF3D7_0214100,0,0,0,48557.6645,55490.8318,0,110860.1008,103597.5689,87449.7386,81926.8527,102171.3771,106478.9458,111304.5621,228365.3021,103133.7175,90912.6089,163903.0116
PF3D7_0214200,0,0,0,56316.5191,38274.2914,168179.6444,2730.776,15625.0247,23918.5437,8555.5678,13359.3374,8906.0771,7941.2554,8653.9947,11280.4749,4698.8438,15859.7872
PF3D7_0214300,17136.8104,0,0,0,148.9293,0,1195.3958,1179.2839,2579.0077,789.6846,489.8309,269.303,2271.1699,2469.3985,467.5051,3665.0512,1122.6354
PF3D7_0214400,0,0,0,40204.066,78395.7353,0,59134.4269,53251.5705,51865.0431,39440.1269,32479.4684,41765.3458,14991.9382,37729.2719,5929.9409,29292.4021,10492.4577
PF3D7_0214500,0,0,0,47712.7426,3362.792,0,2024.3831,6390.7132,7092.5328,9702.1104,6026.6079,6823.2264,2616.455,2217.6667,527.8081,2955.5733,6003.6777
PF3D7_0214600,0,2428399.7173,0,0,6009.962,0,1996.119,1181.5288,613.4656,791.8343,351.8565,540.3285,205748.9732,152756.8856,63672.4459,182456.4951,80493.5858
PF3D7_0214700,0,0,0,0,596.2964,0,0,1510.9505,1147.3397,790.4521,1413.4534,1203.6379,2412.5637,1572.9627,655.1432,4342.4403,1182.87
PF3D7_0214800,0,0,0,21722.816,4801.8452,37153.661,3519.0955,2711.2043,5222.2001,5176.9256,4041.2323,2282.6857,649.7609,1258.8052,327.6848,1782.5139,579.8067
PF3D7_0214900,0,0,0,0,648.8998,0,1388.9218,2192.3224,2273.0092,7201.9271,1878.7709,2746.9817,1615.6261,1141.1497,2019.9907,2281.2839,2917.6966
PF3D7_0215000,929432.5022,847733.361,1195060.5756,330932.2496,70207.0772,130000.9484,36563.0889,36590.8822,59845.2024,71443.2911,34040.084,39812.7968,5773.113,4601.2016,9784.7619,4835.0085,12762.4814
PF3D7_0215100,0,0,0,4465.5907,3776.8156,0,36756.9083,15999.914,13835.2648,26505.3032,22787.8714,16855.279,2938.5904,6760.4812,3112.1543,4386.43,3371.4223
PF3D7_0215200,0,0,0,0,12606.6311,0,7589.1258,11147.0688,12050.5256,6758.2808,6229.85,7466.1543,85989.7746,124111.9384,92297.0739,94180.22,132957.6512
PF3D7_0215300,0,0,0,0,1804.4786,0,1689.7792,1047.831,3338.4758,3236.2648,1299.9678,1340.5987,3275.9841,906.6688,330.4263,14122.6362,1670.4496
PF3D7_0215400,223360.3189,0,0,2623.0187,7209.9395,27416.1875,7567.7824,8607.6068,11943.6687,16109.3875,11761.2723,10541.9066,13894.9635,26438.5119,8661.3857,21865.6104,12101.9627
PF3D7_0215500,0,0,0,3663.6889,12781.7232,0,4352.4616,11654.594,10834.8714,13681.6399,16881.7908,8583.7793,6147.7884,14595.9942,4711.435,8753.7001,7990.6786
PF3D7_0215600,0,0,0,0,0,0,528.8842,11687.3281,13165.8649,12433.9463,14370.4038,13078.6704,7587.5947,7200.8763,258.5504,22172.1404,1568.5026
PF3D7_0215700,0,0,0,33335.8275,142054.8471,380593.9702,88345.0554,129314.6757,117003.4796,48218.5935,73795.0696,93368.661,11052.7241,32384.8765,6488.8935,9326.507,12153.6875
PF3D7_0215800,0,0,0,0,16714.2559,0,17199.8195,29863.6711,20361.6965,38598.3649,41689.686,32999.1872,1200.4338,969.0181,33.6332,5811.522,170.0307
PF3D7_0215900,0,0,0,0,4309.3427,0,2882.4463,227.4877,956.7286,3528.2944,3699.482,3503.5654,2905.8714,8931.6549,1916.3937,1803.5719,1424.7368
PF3D7_0216000,0,0,0,0,3369.7938,0,9546.3444,7785.2786,9535.078,14390.2575,9169.6974,10811.522,14065.7376,17628.8758,1757.8381,26929.3179,1651.4999
PF3D7_0216100,8523.8044,70380.0775,0,0,14445.0277,0,12189.0279,14781.6322,17268.3489,7769.0968,37493.9167,15856.0136,4034.5498,9909.9242,2121.889,8556.8769,4261.4424
PF3D7_0216200,0,0,0,19889.3941,57824.3991,124732.1689,27847.988,69930.3669,36568.1331,33202.2828,106695.216,29445.2419,17014.7293,39223.0939,12706.1856,30361.2721,25026.7549
PF3D7_0216300,0,0,0,16037.7325,12433.7255,0,24723.3057,19064.5375,9787.0305,15292.2909,31083.5959,10005.8306,4925.0414,11500.8666,3614.783,10289.4055,5157.168
PF3D7_0216400,0,33094.4422,0,0,10449.857,0,8807.0627,6950.6867,13301.3367,11000.4031,36923.8976,9975.362,1788.7362,4922.419,1025.1004,3542.5648,1658.3462
PF3D7_0216500,27327.5003,0,0,1872.0268,1187.4633,0,158.8548,250.742,1054.5276,2021.6442,2206.0223,848.9099,7452.9393,11634.6083,6383.4698,16400.4807,7145.2133
PF3D7_0216600,40655.5146,0,0,0,3179.8912,0,6239.1278,11638.6114,12759.8647,12122.3526,10870.2195,10608.6574,179897.9918,207707.6852,194704.7802,208236.343,191340.6552
PF3D7_0216700,256274.8048,0,0,0,16918.0364,55048.4381,15985.906,17025.2955,21997.2719,40611.6764,23772.2633,23567.8001,122368.2651,186985.1475,66838.1607,145413.0005,87936.2751
PF3D7_0216800,0,0,0,0,8172.5981,0,8945.2021,6118.4142,4013.7176,7502.4258,16706.1817,8045.2056,1040.5267,979.927,145.7651,4477.6731,442.1438
PF3D7_0216900,0,0,0,0,0,0,57785.9696,27575.5334,15983.3831,29374.4339,58932.2628,39533.4508,0,315.4647,65.6959,210.2162,332.1218
PF3D7_0217000,0,0,0,0,14523.1574,71792.6257,18068.5868,13570.0402,15906.6693,18798.9509,22171.1005,15818.0618,790.9925,684.1152,142.4679,2826.4183,432.1427
PF3D7_0217100,34808.129,63868.1638,855339.8008,14306.8523,119489.0387,39876.6345,31160.3187,102201.6173,94172.8175,47215.7847,85231.5291,163359.6609,10513.0272,24889.1022,9298.0873,15572.5064,15201.9103
PF3D7_0217200,0,0,0,4258.0751,11029.0037,48956.6475,23666.9852,11264.0705,7395.7064,9951.4815,17962.8207,5376.2691,4062.9498,6955.2423,2561.2634,11756.4776,3661.246
PF3D7_0217300,0,0,0,13890.8375,1468.5384,0,12966.1022,9302.7935,8911.5994,60576.6798,27992.5802,12968.7185,17367.6945,35417.9564,19937.8098,25076.5571,27966.0674
PF3D7_0217400,65165.5776,0,0,13392.192,19821.5031,0,54548.3013,37444.9365,9849.0172,49901.2549,41997.0238,22892.7177,4186.0597,6402.4767,3888.8629,9954.9771,6740.5393
PF3D7_0217500,1562491.1243,3978908.8092,20991701.8188,1236415.4294,24429.5129,583426.0479,31577.4612,11556.3316,14838.7614,26669.0365,16446.0897,17811.3897,160651.5414,232542.2665,221744.4749,215508.8136,192332.3276
PF3D7_0217600,0,0,0,10507.5541,11478.8652,80539.4633,9213.6222,14719.0256,13756.168,21583.0562,19370.6088,19838.0577,36128.3451,51071.2586,32517.218,38216.6635,41574.6449
PF3D7_0217700,0,0,0,55172.0587,10369.398,0,15085.6144,18064.0159,17553.7997,16575.7004,16462.518,14335.4643,3630.6077,10990.1669,305.1623,6347.049,771.3645
PF3D7_0217800,138323.16,0,0,113707.2907,169297.5418,79232.384,192173.4081,112004.8235,88664.8777,214813.2788,251078.9879,110371.6913,5300.1252,22650.2715,1257.8532,3521.8079,2782.0622
PF3D7_0217900,0,0,0,4133.3926,5243.7839,25921.7059,11574.6781,16608.976,15457.8087,16866.8204,16684.1744,13120.6155,951.9954,823.3638,411.5199,2743.3248,1213.5745
PF3D7_0218000,184252.5998,0,0,100975.4449,75393.0162,356201.0728,122100.9281,152365.2794,116723.0531,149573.6205,156771.9923,152687.5655,207.6471,502.8528,104.7198,1005.2582,529.4044
PF3D7_0218100,0,0,0,0,8759.9753,0,12304.7381,15029.1032,18151.7042,97736.4171,59868.6823,57221.6008,0,275.0932,0,183.3139,289.6186
PF3D7_0218200,0,0,0,12829.6607,8138.1053,0,5443.4408,12458.5679,12848.0884,12638.7593,18675.8155,14787.1091,8337.0502,13161.564,4896.3891,17285.4936,9282.5224
PF3D7_0218300,0,0,0,17158.1961,21767.5602,11956.0036,44650.5204,23173.4501,27295.6588,26356.2455,28427.2553,30182.1679,55137.6352,99574.2179,58982.6685,80322.3878,83961.4924
PF3D7_0218400,0,0,0,0,5458.9268,0,15883.5189,23342.0562,20603.1649,18250.547,21161.4516,21521.424,1911.3185,4371.4389,535.5047,3598.4068,1624.3267
PF3D7_0218500,0,0,0,15700.2652,9405.709,32820.3082,21316.4704,7360.2062,13757.464,33004.1485,36249.5122,15100.0982,860.9658,2084.9749,173.6795,2084.0472,658.5196
PF3D7_0218600,3795.0327,10445.0503,0,3119.672,39082.6649,19564.3696,8074.1554,24078.799,10202.3118,19133.8884,16303.7875,12281.3708,615.8718,1677.868,336.4769,1283.7226,588.8209
